FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2019,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Heroin,1,0.110231131
2019,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,3,0.599216428
2019,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Khat (Catha Edulis),11,1166.421736
2019,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,103,0.302253761
2019,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,53,22.7092885
2019,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,2,9.259415004
2019,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,525,803.7424432
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,9,61.28630421
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,1,0.187833847
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,1,3.307374855
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,5,24.38466941
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,29,203.4971177
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,7,202.7871411
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,94,221.151912
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,9,31.05497561
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,102,172.8402088
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,1,0.066138679
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,1,0.004409245
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,27,57.52962727
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),2,702.1061658
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,11,0.079366414
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,12,18.37795462
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,11,2.231342646
2019,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,472,593.6909824
2019,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,1,9.435784814
2019,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.011023113
2019,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,13,1.122659977
2019,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,8,0.955042519
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,39,266.1220027
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Fentanyl,23,0.345706873
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,2,22.42542129
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Lsd,19,62.75987397
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,27,16.14447349
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,6,3.018657476
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,166,610.8153666
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,17,1440.120563
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ecstasy,1,0.003306934
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Fentanyl,3,0.280141396
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Heroin,1,0.5555649
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Lsd,1,55.26988908
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,49,240.4310723
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Methamphetamine,1,0.000881849
2019,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,15,10.51935683
2019,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Cocaine,1,0.595248107
2019,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Heroin,1,0.199959272
2019,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,59,53.29071117
2019,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Methamphetamine,2,6.018619753
2019,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,19,7.487493666
2019,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,3,0.024272895
2019,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,64,4.353402149
2019,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,4,0.004409245
2019,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,9,0.394825865
2019,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,4,0.022487151
2019,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,1,0.004188783
2019,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Lsd,1,0.000551156
2019,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,114,321.4061998
2019,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,3,0.05654857
2019,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,36,8.000288887
2019,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,3,0.013602522
2019,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Khat (Catha Edulis),1,0.744831752
2019,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Lsd,1,0.004629708
2019,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,72,3.308631489
2019,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,3,1.125459848
2019,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,34,3.220556816
2019,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,2,0.001146404
2019,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ecstasy,10,0.075816972
2019,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Heroin,2,0.022928075
2019,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ketamine,5,0.37189779
2019,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Lsd,8,0.013734799
2019,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,230,12.45719807
2019,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,4,0.019202263
2019,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,41,3.789636053
2019,AUG,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Ecstasy,1,0.00198416
2019,AUG,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,1,0.143520933
2019,AUG,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,3,17.9235819
2019,AUG,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Lsd,245,1.721589804
2019,AUG,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,27,36.31057548
2019,AUG,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Methamphetamine,3,0.011904962
2019,AUG,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,120,1.061305329
2019,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Fentanyl,30,0.280207535
2019,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Lsd,246,2.083412468
2019,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,34,49.44038186
2019,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,165,11.09956941
2019,AUG,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Khat (Catha Edulis),1,27.33732049
2019,AUG,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,3,19.23312774
2019,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Cocaine,1,0.001102311
2019,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,27,0.50000841
2019,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,20,158.5127632
2019,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Methamphetamine,2,0.019841604
2019,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,73,8.151393721
2019,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,8,271.5563313
2019,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ecstasy,1,1.281767591
2019,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,1,10.87540338
2019,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,5,51.05905988
2019,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,45,3020.701558
2019,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,12,75.90544341
2019,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,5,0.586539848
2019,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,10,560.8134453
2019,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Ecstasy,1,0.027557783
2019,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,1,0.697763059
2019,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,8,190.8667466
2019,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,32,6478.151049
2019,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,26,2164.140171
2019,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,46,39.78693465
2019,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,51,1396.58361
2019,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ecstasy,2,0.000881849
2019,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,21,211.5226716
2019,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,42,291.9449679
2019,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,0.002204623
2019,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,81,31102.30652
2019,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,197,8516.823413
2019,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,40,417.3006478
2019,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,13,112.8923751
2019,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,12,19.95227564
2019,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,10,45.23532877
2019,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,22,2693.17795
2019,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,45,1817.415159
2019,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,5,4.38102607
2019,AUG,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Cocaine,1,0.003747858
2019,AUG,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,3,7.460905917
2019,AUG,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Cocaine,1,0.139993536
2019,AUG,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,3,1.046071387
2019,AUG,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Heroin,1,0.000440925
2019,AUG,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Marijuana,2,0.011309714
2019,AUG,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,2,3.352349156
2019,AUG,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Other Drugs**,1,0.009722386
2019,AUG,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Heroin,1,0.584224994
2019,AUG,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,8,0.461229098
2019,AUG,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Methamphetamine,1,0.001036173
2019,AUG,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,13,478.3455
2019,AUG,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,4,11.2432
2019,AUG,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Other Drugs**,2,0.0044
2019,AUG,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Marijuana,1,4
2019,AUG,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,2,161.0201
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,1,393.725
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Marijuana,1,0
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Marijuana,1,0.0219
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Fentanyl,1,0.2217
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,32,2.2461
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,3,0.4313
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,3,0.1319
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,1,0.0007
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Ecstasy,1,0.0006
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,23,0.9499
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other Drugs**,3,0.0672
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,2,0.084
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,8,256.4418
2019,AUG,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,3,0.0405
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,4,1.0771
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,2,0.0113
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Heroin,2,0.0088
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,81,2129.0219
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,6,2.5887
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,8,0.3946
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,1,0.0011
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,6,0.0693
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,10,25.4049
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,1,41.226
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,3,3.521
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,3,2.6244
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,2,62.431
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,19,533.1738
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,1,0.0021
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,3,5.989
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Ecstasy,3,0.0646
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Heroin,6,17.2451
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,46,375.5353
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,14,73.166
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,4,4.5777
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,4,142.5542
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,35,4847.3912
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,0.0006
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,9,244.6995
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Heroin,1,0.0011
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,77,9328.9847
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,3,167.6109
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,9,11.0802
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,7,114.1194
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Ecstasy,1,0.0014
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,5,9.5322
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,10,29.4728
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,11,91.8533
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,23,708.7091
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,5,0.752
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,2,48.8086
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,2,1.3625
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,5,8.85
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,74,5341.2232
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,10,281.7239
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,6,0.8398
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Cocaine,1,0.0019
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,83,3.9888
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,12,103.1218
2019,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,5,0.1378
2019,DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Cocaine,4,463.488131
2019,DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,11,562.2568558
2019,DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,6,9.884623933
2019,DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,2,0.831804115
